url,title,description
https://quotes.toscrape.com/js,Quotes to Scrape,No Description
https://quotes.toscrape.com/js/page/2/,Quotes to Scrape,No Description
https://quotes.toscrape.com/login,Quotes to Scrape,No Description
https://quotes.toscrape.com/,Quotes to Scrape,No Description
https://quotes.toscrape.com/tag/success/page/1/,Quotes to Scrape,No Description
https://quotes.toscrape.com/tag/classic/page/1/,Quotes to Scrape,No Description
